JournalNameInData,StandardJournalName,Publisher,ChiefEditor,PrintISSN,ElectronicISSN,ImpactFactor
Sensors (Basel),Shanghai Archives of Psychiatry,Shanghai Archives of Psychiatry Editorial Office,,1002-0829,,0.28
Shanghai Arch Psychiatry,University of Alabama at Birmingham ,Center for Surgical Research,Irshad H. Chaudry,1073-2322,1540-051,3.083
Shock,Signal Transduct Target Therapy,Springer Nature,"Prof. Carlo M. Croce, Prof. Kang Zhang, Prof. Yu-Quan Wei",2095-9907 ,2059-3635,5.873
Signal Transduct Target Ther,Signal Transduction and Targeted Therapy,Springer Nature,"Prof. Carlo M. Croce, Prof. Kang Zhang, Prof. Yu-Quan Wei",2095-9907 ,2059-3635 ,5.873
Signal Transduction and Targeted Therapy,The Singapore Medical Journal ,Singapore Medical Association (Singapore),A/Prof Poh Kian Keong,0037-5675,,1.141.
Singapore Med J,Social Science & Medicine,Elsevier, Ichiro Kawachi,0277-9536,0277-9536,2.733
Soc Sci Med,Social Science & Medicine,Elsevier, Ichiro Kawachi,0277-9536,0277-9536,2.733
Social Science & Medicine,Source Code Biology Medicine,Source Code for Biology and Medicine,,1751-0473,,
Source Code Biol Med,Southwest Journal of Pulmonary and Critical Care,Arizona Thoracic Society,Stephen Kotz ,2160-6773,2160-6773,
Southwest Journal of Pulmonary and Critical Care. 2020;20(2):69-70,Sports Health,Elsevier,Edward M. Wojtys,1941-7381,1941-0921,2.649
Sports Health,Springerplus,Springer Science and Business Media Deutschland GmbH,,,2193-1801,0.982
Springerplus,SSM Population Health,Elsevier B.V.,Ichiro Kawachi,2352-8273,2352-8273,
SSM Popul Health,Social Science Research Network,, Lorraine Eden,1556-5068,1556-5068,0.19
SSRN,Standards in Genomic Sciences,Biological control of Pythium seed rot ,,1944-3277,1944-3277,
Stand Genomic Sci,Stem Cell Reports,Cell Press,Martin Pera,2213-6711,2213-6711,5.49
Stem Cell Reports,Stem Cell Research & Therapy,,Rocky S Tuan,1757-6512,,5.363
Stem Cell Res Ther,Stem Cells International,Hindawi,Renke Li,,1687-966X, 2.806
Stem Cells Int,STEM CELLS Translational Medicine,Wiley,Anthony Atala,2157-6564,2157-6580,
Stem Cells Transl Med,Surgical Infections (Larchmt)," Mary Ann Liebert, Inc.",,,,1.448
Surg Infect (Larchmt), Swiss Medical Weekly,EMH Swiss Medical Publishers,Adriano Aguzzi,"	1424-3997",,1.821
Swiss Med Wkly, Swiss Medical Weekly,EMH Swiss Medical Publishers,Adriano Aguzzi,"	1424-3997",,1.821
Swiss medical weekly,Synthetic and Systems Biotechnology,Synthetic and Systems Biotechnology, Lixin Zhang,2405-805X,,
Synth Syst Biotechnol,Systematic Biology ,Oxford Academic Journals, Thomas J. Near,1063-5157,1076-836X,10.266
Syst Biol,Systematic Reviews,BioMed Central,David Moher,2046-4053,,
Syst Rev,Systems and Synthetic Biology,Springer Science+Business Media,"R. Weiss, P.K. Dhar",1872-5325 ,1872-5333 ,5.571
Syst Synth Biol,Talanta,Elsevier,G.D. Christian ,0039-9140 ,1873-3573 ,4.916
Talanta,Tanaffos,Tanafos Respiration ,"Hamidreza Jamaati,",1735-0344,2345-3729,0.13
Tanaffos,Technology in Cancer Research & Treatment ,Technology in Cancer Research & Treatment,,1533-0346,1533-0338,1.481
Technol Cancer Res Treat,The European Respiratory Journal,ERS publications,Martin Kolb,0903-1936,399-3003,11.807
The European respiratory journal,The Journal of Infectious Diseases,Oxford University Press,Martin S. Hirsch,0022-1899,1537-6613,5.045
The Journal of Infectious Diseases,The Journal of Information Science and Technology Association,Wiley-Blackwell,Javed Mostafa,2330-1635,2330-1643,2.738
The Journal of Information Science and Technology Association,The Journal of the Association of Physicians of India,Bombay : Association of Physicians of India,Milind Y Nadkar,0004-5772,0004-5772,0.34
The Journal of the Association of Physicians of India,The Lancet,Elsevier,Richard Horton,0140-6736,1474-547X ,59.102
The Lancet,The Lancet Child & Adolescent Health,Elsevier BV,Jane Godsland,2352-4642,2352-4642,1.7
The Lancet Child & Adolescent Health,The Lancet Digital Health,Elsevier,Rupa Sarkar,2589-7500,2589-7500,
The Lancet Digital Health,The Lancet Gastroenterology & Hepatology,Elsevier,Robert Brierley,2468-1253,2468-1253,12.856
The Lancet Gastroenterology & Hepatology,The Lancet Global Health,Elsevier,Zoë Mullan,2214-109X,2214-109X,15·873
The Lancet Global Health,The Lancet Infectious Diseases,Elsevier,John McConnell,1473-3099,1473-3099,27·516
The Lancet Infectious Diseases,The Lancet Oncology,Elsevier,Dr David Collingridge,1470- 2045,1470- 2045,35·386
The Lancet Oncology,The Lancet Planetary Health,Elsevier,Dr Lan-Lan Smith,0140-6736,1474-547X,10.7
The Lancet Planetary Health,The Lancet Psychiatry,Elsevier,Niall Boyce,2215-0366,1474-547X,18
The Lancet Psychiatry,The Lancet Public Health,Elsevier,Zoë Mullan,24682667,2214-109X,11
The Lancet Public Health,The Lancet Respiratory Medicine,Elsevier,Emma Grainger,2213-2600;,,22·992
The Lancet Respiratory Medicine,The Lancet Respiratory Medicine,Elsevier,Zoë Mullan,0140-6736,2214-109X,15·873
The Lancet. Global health,The New England journal of medicine,Massachusetts Medical Society (United States),Eric Rubin,0028-4793,1533-4406 (web),70.67
The New England journal of medicine,The Veterinary record,The Official Journal of British Veterinary,Adele Waters,0042-4900,2042-7670,2.050 (2017)
The Veterinary record,Theoretical Biology and Medical Modelling ,Theoretical Biology and Medical Modelling ,"D. Kirschner, M. Chaplain",17424682,, 0.576
Theor Biol Med Model,Therapeutic Advances in Chronic Disease (TACD),RG Journal,Charuhas Thakar.,2040-6223,2040- 6231.,
Ther Adv Chronic Dis,Therapuetics and Clinical Risk Management,Dove Medical Press,Professor Garry Walsh,1176-6336,1178-203X,1.824
Ther Clin Risk Manag,Theranostics,lyvspring International Publisher,"Xiaoyuan (Shawn) Chen, PhD",,‎1838-7640,8.712
Theranostics,Thorax,BMJ Group,"Alan Smyth, Gisli Jenkins, Nicholas Hart ",0040-6376,1468-3296,10.307
Thorax,Journal of Thrombosis,,,,,2.34
Thromb J,Tissue Barriers,Taylor and Francis Ltd,,,,
Tissue Barriers,Tixicology Reports,Mascot Books,Aristidis M. Tsatsakis,0378-4274,1879-3169,1.12
Toxicol Rep,Toxicology Research,Oxford Universities,Shana Sturla,0893-228X,1520-5010,1.593
Toxicol Res,Toxins,MDPI,"Universidade do Porto,",2072-6651,1996-2020,3.273
Toxins (Basel),Tropical Mediciene Hygene,Oxford University Press,Gerri M. McHugh,1878-3503,0035-9203,2.82
Trans R Soc Trop Med Hyg,Transboundary and Emerging Diseases,Wiley,Michael Ward,1865-1674,1865-1682,3.554
Transbound Emerg Dis,ransboundary and Emerging Diseases,Verlag GmbH Wiley Blackwel,MICHAEL WARD,1865-1674,1865-1682,3.554
Transboundary and Emerging Diseases,Transfusion Medicine,Verlag GmbH Wiley Blackwel,Dr David Roberts,,1365-3148,1.9
Transfus Med,TRANSFUSION,AABB,"Richard Kaufman, MD",,1537-2995,3.111
Transfusion,Transfusion Medicine Reviews,,Sunny Dzik,0887-7963,,3.61
Transfusion Medicine Reviews,,Springer,"Paul Christou, Simon Lillico",0962-8819,1573-9368,2.197
Transgenic Res,Translational Neurodegeneration,Biomed Central,Shengdi Chen,,2047-9158,4.1
Transl Neurodegener,Translational Psychiatry,Nature Research,Julio Licinio,,2158-3188,5.182
Transl Psychiatry,Transplantation Direct,Wolters Kluwer,"Jeremy R. Chapman,",0041-1337,1365-2249,24971
Transplant Direct,Travel Medicine and Infectious Disease,original papers,Annelies Wilder-Smith,1477-8939,1873-0442,4.868
Travel Med Infect Dis,Travel Medicine and Infectious Disease,original papers,Annelies Wilder-Smith,1477-8939,1873-0442,4.868
Travel Medicine and Infectious Disease,Trends ecology evolution,Cell Press,Presumably,0169-5347,1872-8383,15.236
Trends Ecol Evol,Trends in Immunology,Cell Press,,,1471-4906,2.58
Trends Immunol,Trends in Microbiology,Elvesier,,,0966-842X,11.974
Trends in Microbiology,Trends in Microbiology,Elvesier,,,0966-842X,11.974
Trends Microbiol,Trials,BioMed Central,Jeremy Grimshaw,1745-6215,,1.975
Trials,Tropical Animal Health and Production,Springer,Andre M. Almeida,0049-4747,1573-7438,1.196
Trop Anim Health Prod,"Tropical Diseases, Travel Medicine and Vaccines",BioMed Central Ltd.,Andrea Boggild,20550936,,1.513
Trop Dis Travel Med Vaccines,Tropical Doctor, SAGE Publications Inc,Michael Cotton,494755,1758-1133,0.591
Trop Doct,Tropical Medicine & International Health,John Wiley & Sons Ltd,"L. Bijlmakers, H. Fletcher, T. Junghanss, T. Marchant, C.G. Meyer and P. Van der Stuyft",,1365-3156,2.423
Trop Med Health,Tropical Medicine and Infectious Disease,MDPI AG,"Prof. Dr. John Frean, ",,2414-6366,
Trop Med Infect Dis,Tropical Medicine & International Health,John Wiley & Sons Ltd,"L. Bijlmakers, H. Fletcher, T. Junghanss, T. Marchant, C.G. Meyer and P. Van der Stuyft",,1365-3156,2.423
Tropical Medicine & International Health,Tropical Medicine and Health,BMC,,, 1349-4147,0.57
Tropical Medicine and Health,Tuberculosis and Respiratory Diseases,trd,,1738-3536,2005-6184,6
Tuberc Respir Dis (Seoul),Turkish Journal of Emergency Medicine,Wolters Kluwer,,,2452-2473,0.81
Turk J Emerg Med,The Ulster Medical Journal,The Ulster Medical Society,John Purvis,,,0.075
Ulster Med J,,,,,,
Ultrasound in Obstetrics & Gynecology,Upsala Journal of Medical Sciences,,,,0300-9734,2.747
Ups J Med Sci,Urology Annals,Saudi Urological Association,,0974-7796,0974-7834,1.14
Urol Ann,Vaccine,Elsevier, Dr. Gregory A. Poland,,0264-410X,3.293
Vaccine,Vaccine: X,Elsevier,Dr. Gregory A. Poland,,2590-1362,
Vaccine X,Vaccines,MDPI,Ms. Victoria Liu,,2076-393X,4.76
Vaccines (Basel),Vector-Borne and Zoonotic Diseases,Mary Ann Liebert Inc,Stephen Higgs,1530-3667,1557-7759,1.939
Vector Borne Zoonotic Dis,Veterinaria Italiana,Research Gate,,,1828-1427,0.87
Vet Ital,The Veterinary Journal,Elsevier,Annette Litster,,1090-0233,2.174
Vet J,Veterinary Medicine: Research and Reports,DovePress, Professor Young S. Lyoo,,2230-2034,
Vet Med (Auckl),Veterinary Medicine International,Hindawi Publishing Corporation,,20908113,,
Vet Med Int,Veterinary Medicine and Science,Wiley-Blackwell Publishing Ltd,Professor Gayle Hallowell,"
",2053-1095,0.943
Vet Med Sci,Veterinary Microbiology,Elsevier,"B. Adler, X.J. Meng, MD, PhD, S. Schwarz, V. Von Messling",,0378-1135,2.834
Vet Microbiol,Veterinary Quarterly,"EUROSCIENCE, PO BOX 408, BILTHOVEN, NETHERLANDS, 3720 AK",van der Kolk,0165-2176,,1.14
Vet Q,Vet Record,BMJ Group,Adele Waters,0042-4900,0042-4900,2.05
Vet Rec,Veterinary Record Open,BMJ Publications,Dr. Vicki J. Adams,2399-2050,2052-6113,2.101
Vet Rec Open,Veterinary Research,BioMed Central,Hayley Henderson,1746-6148,1746-6148,2.12
Vet Res,Veterinary Research Forum,Urmia University,Farshid Sarrafzadeh-Rezaei,2008-8140,2322-3618,0.723
Vet Res Forum,Journal of Veterinary Science,Korean Society of Vetinary Science,Pan Dong Ryu,1229-845X,1976-555X,1.573
Vet Sci,Veterinary World,Veterinary World,Dr. Anjum V. Sherasiya,0972-8988,2231-0916,1.12
Vet World,Veterinaria Italiana,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise,Giovanni Savini,,1828-1427,0.787
Veterinaria italiana,Vetirinary Microbiology,Elsevier BV,"B. Adler, X.J. Meng, S. Schwarz,V. Von Messling",,0378-1135,2.834
Veterinary Microbiology,Veterinary Quarterly,Taylor and Francis,Dr. J. Han van der Kolk,0165-2176,1875-5941,2.34
Veterinary Quarterly,Viral Immunology,Mary Ann Liebert Inc.,David L. Woodland,0882-8245,1557-8976,1.417
Viral Immunol,Virology Journal,BioMed Central,Linfa Wang,,1743-422X,2.464
Virol J,Virology and Mycology,LongDom,Xuming Zhang,,2161-0517,
Virol Mycol,Virologica Sinica,Wuhan Institute of Virology / Chinese Society for Microbiology,Zhengli-Li Shi,1674-0769,1995-820X,2.467
Virol Sin,Virologica Sinica,Wuhan Institute of Virology / Chinese Society for Microbiology,Zhengli-Li Shi,1674-0769,1995-820X,2.467
Virologica Sinica,Virology,Elsevier BV,Richard Kuhn,,0042-6822,3.315
Virology,Virulence,Taylor and Francis,Kevin Tyler,2150-5594,2150-5608,4.775
Virulence,Virus Evolution,Oxford University Press,"Santiago Elena, Oliver Pybus",,2057-1157,5.408
Virus Evol,Virus Genes,Kluwer Academic Publishers,"Joachim J. Bugert, Detlev H. Kruger",0920-8569,1572-994X,1.478
Virus Genes,Virus Research,Elsevier BV,Ben Berkhout,,0168-1702,2.667
Virus Res,Virus Research,Elsevier BV,Ben Berkhout,,0168-1702,2.667
Virus research,Virus Disease,Springer India,Bikash Mandal,2347-3584,2347-3517,0.364
VirusDisease,Viruses,Multi Disciplinary Digital Publishing Institute,Dr. Eric O. Freed,,1999-4915,3.916
Viruses,Vox Sanguinis,Blackwell Publishing Inc.,Dana V. Devine,1423-0410,0042-9007,2.364
Vox Sanguinis,Wellcome Open Research,F1000 Research Limited,,,2398-502X,1.86
Wellcome Open Res,The Western Journal of Emergency Medicine,University of California,Mark I. Langdorf,1936-900X,1936-9018,1.136
West J Emerg Med,Western Pacific Surveillance and Response Journal,World Health Organization Regional Office for the Western Pacific,,2094-7313,2094-7321,1.44
Western Pac Surveill Response J,World Allergy Organization Journal,Elsevier BV,"Alessandro Fiocchi, Erika Jensen-Jarolim",,1939-4551,3.684
World Allergy Organ J,World Journal of Clinical Cases,Baishideng Publishing Group,"Dennis A. Bloomfield, Bao-Gan Peng, Sandro Vento",,2307-8960,1.153
World J Clin Cases,World Journal of Clinical Pediatrics,Baishideng Publishing Group,"Consolato M. Sergi, Toru Watanabe",,2219-2808,
World J Clin Pediatr,World Journal of Critical Care Medicine,Baishideng Publishing Group,KLE Hon,,2220-3141,
World J Crit Care Med,World Journal of Emergency Medicine,Emergency Medicine Society of Chinese Medical Medication,Jian-an Wang,,1920-8642,1.437
World J Emerg Med,World Journal of Gastroenterology,Baishideng Publishing Group,"Subrata Ghosh, Andrzrej S. Tarnawski",1007-9327,2219-2840,3.579
World J Gastroenterol,World Journal of Otrhinolaryngology Head and Neck Surgery,KEAI Publishing,Da-Qing LI,,2095-8811,
World J Otorhinolaryngol Head Neck Surg,World Journal of Pediatrics,Zhejiang Universtiy School Medicine,Zheng-Yan Zhao,1708-8569,1867-0687,1.26
World J Pediatr,World Journal of Surgical Oncology,BioMed Central,Manoj Pandey,,1477-7819,1.937
World J Surg Oncol,World Journal of Pediatrics,Zhejiang Universtiy School Medicine,Zheng-Yan Zhao,1708-8569,1867-0687,1.26
World Journal of Pediatrics,World Journal of Pediatrics,Zhejiang Universtiy School Medicine,Zheng-Yan Zhao,1708-8569,1867-0687,1.26
World journal of pediatrics : WJP,Yale Journal of Biology and Medicine,Yale University Press,"Amelia Hallworth, Devon Wasche",0044-0086,1551-4056,2.21
Yale J Biol Med,Yearbook of Medical Informatics,Thieme,,,2364-0502,
Yearb Med Inform, Yi Chaun=Hereditas / Zhongguo yi chaun xue hui bian ji,Ke xue chu ban she,,,0253-9772,0.4
Yi chuan = Hereditas,Yonsei medical Journal,Yonsei University,Jung-Won Park,0513-5796,1976-2437,1.666
Yonsei Med J,Journal of Public Health (Heidelburg),Holtzbrinck Springer Nature Publishing Group,Joachim Kugler,2198-1833,1613-2238,
Z Gesundh Wiss,Zdravstveno varstvo / Slovenian Journal of Public Health,Istitute of Public Health of the Republic of Slovenia,Igor Svab,0351-0026,1854-2476,0.728
Zdr Varst,Journal of Zhejiang University Medical Sciences,Zhejiang Daxue,,,1008-9292,0.17
Zhejiang Da Xue Xue Bao Yi Xue Ban,Chinese Journal of Contemporary Pediatrics,Zhongguo Dang Dai Er Ke Za Zhi She,,,1008-8830,
Zhongguo Dang Dai Er Ke Za Zhi,Chinese Journal of Lung Cancer,Chinese Anti-Cancer Association,"Qinghua-Zhou, Jie He, Yilong Wu, Weimen Li",,1009-3419,0.52
Zhongguo Fei Ai Za Zhi,Chinese Journal of Pathology,Chinese Medical Associatation Publishing Group,,,0529-5807,0.1
Zhonghua Bing Li Xue Za Zhi,Chinese  Journal of Otorhinolaryngology Head and Neck Surgery,Zhonghua Yixuehui Zazhishe / Chinese Medical Association Publishing House,,,1673-0860,0.04
Zhonghua Er Bi Yan Hou Tou Jing Wai Ke Za Zhi,Chinese Journal of Pediatrics,Zhonghua Yixuehui Zazhishe / Chinese Medical Association Publishing House,"Gui Yonghao, Du Junbao",,0578-1310,0.27
Zhonghua Er Ke Za Zhi,Chinese Journal of Hepatalogy,Zhonghua Yixuehui Zazhishe / Chinese Medical Association Publishing House,,,1007-3418,
Zhonghua Gan Zang Bing Za Zhi,Chinese Journal of Tuberculosis and Respiratory Diseases,Zhonghua Yixuehui Zazhishe / Chinese Medical Association Publishing House,,,1001-0939,0.9
Zhonghua Jie He He Hu Xi Za Zhi,Chinese journal of tuberculosis and respiratory diseses,chinese medical association,,10010939,,
Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases,chinese journal of stomatology,Chinese Medical Association,,1002-0098,,
Zhonghua Kou Qiang Yi Xue Za Zhi,chinese journal of industrial hygiene and occupational diseses,Chinese Medical Association,,1001-9391,,
Zhonghua Lao Dong Wei Sheng Zhi Ye Bing Za Zhi,,chinese medical association,,0254-6450,,
Zhonghua Liu Xing Bing Xue Za Zhi,,chinese medical association publishing house,,0254-6450,,
Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,chinese journal of internal medicine,chinese medical association publishing house,,5781426,,
Zhonghua Nei Ke Za Zhi,chinese journal of burns,chinese medical association,,1009-2587,,
Zhonghua Shao Shang Za Zhi,duplicate,,,,,
Zhonghua shao shang za zhi = Zhonghua shaoshang zazhi = Chinese journal of burns,Chinese journal of surgury,chinese medical association publishing house,,5295815,,
Zhonghua Wai Ke Za Zhi,duplicate,,,,,
Zhonghua wai ke za zhi [Chinese journal of surgery],chinese journal of gastrointestinal surgury,chinese medical association,,1671-0274,,
Zhonghua Wei Chang Wai Ke Za Zhi,chinese journal of cardiovascular disease,chinese medical association,,0253-3758,,
Zhonghua xin xue guan bing za zhi,,chinese medical association,,0253-2727,,
Zhonghua xue ye xue za zhi = Zhonghua xueyexue zazhi,chinese journal of opthalmology,chinese medical association,,0412-4081,,
Zhonghua Yan Ke Za Zhi,Chung Hua Hsueh Tsa Chih,chinese medical association,,0376-2491,,
Zhonghua Yi Xue Za Zhi,Chinese journal of preventive medicine,chinese medical association,,0253-9624,,
Zhonghua Yu Fang Yi Xue Za Zhi,duplicate,,,,,
Zhonghua yu fang yi xue za zhi [Chinese journal of preventive medicine],Chinese journal of oncology,chinese medical association,,0253-3766,,
Zhonghua Zhong Liu Za Zhi,duplicate,,,,,
Zhonghua zhong liu za zhi [Chinese journal of oncology],journal of zoological systematics and evolutionary research,Wiley-Blackwell,Wilfried Westheide,0947-5745,1439-0469,
Zool Res,zoonoses and public health,John Wiley and Sons,Mary Torrence,1863-1959,1863-2378,
Zoonoses Public Health,zoonoses and public health,John Wiley and Sons,Mary Torrence,1863-1959,1863-2378,
