JournalNameInData,StandardJournalName,Publisher,ChiefEditor,PrintISSN,ElectronicISSN,ImpactFactor
Philos Trans R Soc Lond B Biol Sci,Philosophical Transactions of the Royal Society B: Biological Sciences,Royal Society (United Kingdom),"	John Pickett","	0962-8436",1471-2970,6.139
Photochem Photobiol,Photochemistry and Photobiology,Wiley-Blackwell on behalf of the American Society for Photobiology,"	Jean Cadet","	0031-8655",1751-1097,2.214
Physiol Rep,Physiological Reports,        Wiley-Blackwell on behalf of The Physiological Society and the American Physiological Society,Thomas R. Kleyman,2051-817X,2051-817X,1.33
Pilot Feasibility Stud,Pilot and Feasibility Studies,BioMed Central Ltd.,"Gillian Lancaste, Lehana Thabane",20555784,20555784,1.76
Plant Biotechnol J,Plant Biotechnology Journal,Wiley-Blackwell,Henry Daniell,"	1467-7644",1467-7652,6.305
Plant J,The Plant Journal,"	Wiley-Blackwell",Lee Sweetlove,"	0960-7412",1365-313X,5.276
Plant Mol Biol,Plant molecular biology,Springer,Motoaki Seki,0167-4412,1573-5028,4.076
Plant Pathol J,Plant Pathology Journal,Springer,M. Garbelotto,1125-4653,2239-7264,
Plasmonics,,,,,,
Plast Reconstr Surg Glob Open,,,,,,
PLoS Biol,,,,,,
PLoS Comput Biol,PLOS Computational Biology,        ,,,,
"Public Library of Science""",Ruth Nussinov,1553-734X,1553-734X,4.428,FALSE,
PLoS Curr,PLOS Currents,Public Library of Science (United States,,2157-3999,,
PLoS Genet,PLOS Genetics,Public Library of Science,,,,
",Gregory S. Barsh"," Gregory P. Copenhaver""",1553-7390,,5.224,FALSE,
PLoS Med,PLOS Medicine,Public Library of Science,Clare Stone,1549-1277,,11.675
PLoS Negl Trop Dis,PLOS Neglected Tropical Diseases ,Public Library of Science,,1935-2727,,4.487
PLoS One,PLOS One,Public Library of Science,Joerg Heber,        1932-6203,,2.776
PLoS Pathog,PLOS Pathogens ,Public Library of Science,Kasturi Haldar Grant McFadden,1553-7366 ,,6.158
Pneumonia (Nathan),,,,,,
Polymers (Basel),Polymers,MDPI (Switzerland),Alexander Böker,2073-4360,,3.164
Population Health Management,,,,,,
Porcine Health Manag,,,,,,
Postępy Mikrobiologii,,,,,,
Poult Sci,,,,,,
PPAR Res,,,,,,
Pract Lab Med,,,,,,
Precision Clinical Medicine,,,,,,
Prev Chronic Dis,Preventing Chronic Disease,CDC,"Leonard Jack, Jr, PhD, MSc",1545-1151,,2.038
Prev Med Rep,Preventive Medicine Reports,,Prof. Dr. Eduardo L. Franco,2211-3355,,0.953
Primate Biol,,,,,,
Prion,,,,,,
Proc Biol Sci,Proceedings. Biological sciences,,,0962-8452,,
Proc Jpn Acad Ser B Phys Biol Sci,"The Proceedings of the Japan Academy, Series B",The Japan Acedmy,Masanori OTSUKA,1349-2896,0386-2208,
Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,United States National Academy of Sciences,May Berenbaum,0027-8424,1091-6490,9.58
Prog Lipid Res,,,,,,
Progress in Cardiovascular Diseases,,,,,,
Protein Cell,Protein & Cell,Springer Science+Business Media,Zihe Rao,1674-800X,1674-8018,7.575
Protein Eng Des Sel,"Protein Engineering, Design and Selection",Oxford Academic,Roberto Chica,,,
Protein Sci,Protein Science,iley-Blackwell,Brian W. Matthews,0961-8368 ,,2.735
Proteome Sci,,,,,,
Proteomes,,,,,,
Proteomics,,,,,,
Protoplasma,,,,,,
Psychiatry and Clinical Neurosciences,Psychiatry and Clinical Neurosciences,Wiley-Blackwell,"Shigenobu Kanba, Tadafumi Kato",1323-1316 ,,3.489
Psychiatry Investig,Psychiatry Investigation,Korean Neuropsychiatric Association,,1738-3684,,
Psychiatry Research,,,,,,
Public Health,,,,,,
Public Health Ethics,,,,,,
Pulm Med,,,,,,
Pulmonology,,,,,,
Qatar Med J,,,,,,
QJM,,,,,,
R Soc Open Sci,,,,,,
Radiology,,,,,,
Rambam Maimonides Med J,,,,,,
Redox Biol,,,,,,
Reprod Biol Endocrinol,,,,,,
Res Integr Peer Rev,,,,,,
Res Pharm Sci,Research in Pharmaceutical Sciences,Medknow Publications,,1735-5362,1735-9414,0.71
Res Rep Trop Med,Research and Reports in Tropical Medicine,Dove Medical Press,Dr. Rodriguez-Perez,,1179-7282,
Res Vet Sci,Research in Veterinary Science,Elsevier,P. Pasquali,0034-5288,,1.751
Research (Wash D C),Journal - Washington Academy of Sciences,Washington Academy of Sciences,Sethanne Howard,0043-0439,,
Research in Social and Administrative Pharmacy,Research in Social and Administrative Pharmacy,Elsevier,Shane Desselle,1551-7411,1551-7412,2.719
Respir Med,Respiratory Medicine,Clarivate Analytics,J. Virchow,0954-6111,0954-6112,3.237
Respir Med Case Rep,Respiratory Medicine Case Reports,Elsevier,"Mit Chopra, Barbara P Yawn",2213-0071,2213-0072,
Respir Res,Respiratory Research ,Respiratory Research,"Robert Bals, Kelan Tantisira",1465-993X,1465-993X,3.829
Respirol Case Rep,Respirology Case Report,Asian Pacific Society of Respirology,Christopher Lai,,2051-3380,
Respirology,Respirology    ,Asian Pacific Society of Respirology,"Philip Bardin, Paul Reynolds",,1140-1843,4.756
Retrovirology,Retrovirology,Springer Nature,"Prof Johnson Mak, Prof Susan Ross",,1742-4690,3.744
Reumatologia,Rheumatology International,Springer    ,Armen Yuri Gasparyan,,1437-160X,2.2
Rev Bras Ter Intensiva,Revista Brasileira de Terapia Intensiva,n/a,n/a,0103-507X,1982-4335,
Rev Clin Esp,Revista Clinica Espanola,Revista Clinica Espanola,Javier Ena,,2254-8874,1.043
Rev Esp Quimioter,Revista Espanola De Quimioterapia,,,,,0.76
Rev Inst Med Trop Sao Paulo,Revista do Instituto de Medicina Tropical de Sao Paulo,,Thelma Suely Okay,,1678-9946,
Rev Lat Am Enfermagem,Revista Latino-Americana de Enfermagem,University of Sao Paulo at Ribeirao Preto ,Regina Ap. Garcia de Lima,,1518-8345,
Rev Med Suisse,Revue Medicale Suisse,Groupe Medecine & Hygiene,Bertrand Kiefer,,1660-9379,
Rev Panam Salud Publica,Revista Panamericana de Salud Publica,World Health Organization,,,1020-4989,0.43
Rev Paul Pediatr,Revista Paulista de Pediatria,Scielo,Ruth Guinsburg,0103-0582,1984-0462,
Rev Saude Publica,Revista de Saude Publica,Scielo,,,,
Reviews on recent clinical trials,Reviews on Recent Clinical Trials,Bentham Science,Ludovico Abenavoli,1574-8871,1876-1038,0.95
Revista Argentina de Microbiología,Revista Argentina de Microbiologia,Elsevier,Jose A. Di Conza,,0325-7541,1.157
Revista Peruana de Investigación en Salud,Revista Peruana de investigacion En Salud,Peruvian Journal of Health Research,,,2616-6097,
Risk Anal,Risk Analysis,Society for Risk Analysis,"L. Anthony Cox, Jr.",,1539-6924,2.564
Risk Manag Healthc Policy,Risk Management and Healthcare Policy,Dove Press Ltd,Dr. Kent Rondeau,,1179-1594,2.283
RNA Biol,RNA Biology,Landes Bioscience,Renee Schroeder,1547-6288,1555-8584,5.477
Saf Health Work,Safety and Health at Work,Elsevier,"Seong-Kyu Kang, Joe Chul Ko",,2093-7911,1.431
SAGE Open Med Case Rep,Sage Open Medical Case Reports,Sage Journals,Salil Bose,2050-313X,2050-313X,
SAHARA J,Sahasra-J: Journal of Social Aspect of HIV/AIDS,International Standard Serial Numbers,,1729-0376,,0.619
Saudi J Biol Sci,Saudi Journal of Biological Sciences,Elsevier,Abdullah S. Alhomida,1319-562X,,2.82
Saudi J Med Med Sci,Saudi Journal of Medicine and Medical Sciences,Imam Abdulrahman Bin Faisal University,Prof. Abdulaziz A Al-Quorain,1658-631X,2321-4856,
Saudi Med J,Saudi Medical Journal,Scholars Middle East Publishers,Fahdah Alokaily,0379-5284,1658-3175,0.588
Saudi Pharm J,Saudi Pharmaceutical Journal,Elsevier,Prof. Saleh Ibrahim Alqasoumi,1319-0164,,3.643
Scand J Trauma Resusc Emerg Med,"Scandinavian Journal of Trauma, Resuscitation and Emergy Medicine",BioMed Central,,1757-7241,,2.556
Sccience,Scientific Reports,Scientific Reports,,,2045-2322,
Sci Adv,Science Advances,American Association for the Advancement of Sciences,Holden Thorp,,2375-2548,12.804
Sci Bull (Beijing),Chinese Science Bulletin,Elsevier,Enge Wang,1001-6538,,6.277
Sci China Life Sci,Science China Life Sciences,Springer,Jiayang Li,1674-7305,1869-1889,3.583
Sci Data,Scientific Data,Nature Publishing Group,,2052-4463,2052-4463,5.305
Sci Eng Ethics,Science and Engineering Ethics,Hybrid,"Dena Plemmons, Behnam Taebi",1353-3452,1471-5546,2.275
Sci Pharm,Journal of Pharmaceutical Sciences,,Ronald T. Borchardt,0022-3549,,3.197
Sci Rep,International Journal of Scientific Reports,Medip Academy,,2454-2156,2454-2164,
Science,Science Magazine,American Association for the Advancement of Science,Jeremy Berg,0036-8075,1095-9203,41.063
"Science (New York, N.Y.)",New York Science Journal,Marsland Press,"Ma, Hongbao",1554-0200,2375-723X,
Science Bulletin,Science Direct,Elsevier,Enge Wang,2095-9273,,6.277
Science China Life Sciences,Science China Life Sciences,Science China Press,Jiayang Li,1674-7305,1869-1889,3.583
Science Magazine,Science Magazine,American Association for the Advancement of Science,Jeremy Berg,0036-8075,1095-9203,41.063
Scientifica (Cairo),Scientifica,Hindawai Publishing Corporation,,2090908X,,1.51
ScientificWorldJournal,The Scientifc World Journal,Hindawai Publishing Corporation,None,2356-6140,1537-744X,1.219
Semin Immunopathol,Seminars in Immunopathology,Springer Verlag,Jürg A. Schifferli,1863-2297,1863-2300,6.989
Sensors (Basel),Sensors.,Basel,Vittorio M.N. Passaro,,1424-8220,3.031
Shanghai Arch Psychiatry,Shanghai Archives of Psychiatry,Shanghai Archives of Psychiatry Editorial Office,,1002-0829,,0.28
Shock,University of Alabama at Birmingham ,Center for Surgical Research,Irshad H. Chaudry,1073-2322,1540-051,3.083
Signal Transduct Target Ther,Signal Transduct Target Therapy,Springer Nature,"Prof. Carlo M. Croce, Prof. Kang Zhang, Prof. Yu-Quan Wei",2095-9907 ,2059-3635,5.873
Signal Transduction and Targeted Therapy,Signal Transduction and Targeted Therapy,Springer Nature,"Prof. Carlo M. Croce, Prof. Kang Zhang, Prof. Yu-Quan Wei",2095-9907 ,2059-3635 ,5.873
Singapore Med J,The Singapore Medical Journal ,Singapore Medical Association (Singapore),A/Prof Poh Kian Keong,0037-5675,,1.141
Soc Sci Med,Social Science & Medicine,Elsevier, Ichiro Kawachi,0277-9536,0277-9536,2.733
Social Science & Medicine,Social Science & Medicine,Elsevier, Ichiro Kawachi,0277-9536,0277-9536,2.733
Source Code Biol Med,Source Code Biology Medicine,Source Code for Biology and Medicine,,1751-0473,,
Southwest Journal of Pulmonary and Critical Care. 2020;20(2):69-70,Southwest Journal of Pulmonary and Critical Care,Arizona Thoracic Society,Stephen Kotz ,2160-6773,2160-6773,
Sports Health,Sports Health,Elsevier,Edward M. Wojtys,1941-7381,1941-0921,2.649
Springerplus,Springerplus,Springer Science and Business Media Deutschland GmbH,,,2193-1801,0.982
SSM Popul Health,SSM Population Health,Elsevier B.V.,Ichiro Kawachi,2352-8273,2352-8273,
SSRN,Social Science Research Network,, Lorraine Eden,1556-5068,1556-5068,0.19
Stand Genomic Sci,Standards in Genomic Sciences,Biological control of Pythium seed rot ,,1944-3277,1944-3277,
Stem Cell Reports,Stem Cell Reports,Cell Press,Martin Pera,2213-6711,2213-6711,5.49
Stem Cell Res Ther,Stem Cell Research & Therapy,,Rocky S Tuan,1757-6512,,5.363
Stem Cells Int,Stem Cells International,Hindawi,Renke Li,,1687-966X, 2.806
Stem Cells Transl Med,STEM CELLS Translational Medicine,Wiley,Anthony Atala,2157-6564,2157-6580,
Surg Infect (Larchmt),Surgical Infections (Larchmt)," Mary Ann Liebert, Inc.",,,,1.448
Swiss Med Wkly, Swiss Medical Weekly,EMH Swiss Medical Publishers,Adriano Aguzzi,"	1424-3997",,1.821
Swiss medical weekly, Swiss Medical Weekly,EMH Swiss Medical Publishers,Adriano Aguzzi,"	1424-3997",,1.821
Synth Syst Biotechnol,Synthetic and Systems Biotechnology,Synthetic and Systems Biotechnology, Lixin Zhang,2405-805X,,
Syst Biol,Systematic Biology ,Oxford Academic Journals, Thomas J. Near,1063-5157,1076-836X,10.266
Syst Rev,Systematic Reviews,BioMed Central,David Moher,2046-4053,,
Syst Synth Biol,Systems and Synthetic Biology,Springer Science+Business Media,"R. Weiss, P.K. Dhar",1872-5325 ,1872-5333 ,5.571
Talanta,Talanta,Elsevier,G.D. Christian ,0039-9140 ,1873-3573 ,4.916
Tanaffos,Tanaffos,Tanafos Respiration ,"Hamidreza Jamaati,",1735-0344,2345-3729,0.13
Technol Cancer Res Treat,Technology in Cancer Research & Treatment ,Technology in Cancer Research & Treatment,,1533-0346,1533-0338,1.481
The European respiratory journal,The European Respiratory Journal,ERS publications,Martin Kolb,0903-1936,399-3003,11.807
The Journal of Infectious Diseases,The Journal of Infectious Diseases,Oxford University Press,Martin S. Hirsch,0022-1899,1537-6613,5.045
The Journal of Information Science and Technology Association,The Journal of Information Science and Technology Association,Wiley-Blackwell,Javed Mostafa,2330-1635,2330-1643,2.738
The Journal of the Association of Physicians of India,The Journal of the Association of Physicians of India,Bombay : Association of Physicians of India,Milind Y Nadkar,0004-5772,0004-5772,0.34
The Lancet,The Lancet,Elsevier,Richard Horton,0140-6736,1474-547X ,59.102
The Lancet Child & Adolescent Health,The Lancet Child & Adolescent Health,Elsevier BV,Jane Godsland,2352-4642,2352-4642,1.7
The Lancet Digital Health,The Lancet Digital Health,Elsevier,Rupa Sarkar,2589-7500,2589-7500,
The Lancet Gastroenterology & Hepatology,The Lancet Gastroenterology & Hepatology,Elsevier,Robert Brierley,2468-1253,2468-1253,12.856
The Lancet Global Health,The Lancet Global Health,Elsevier,Zoë Mullan,2214-109X,2214-109X,15·873
The Lancet Infectious Diseases,The Lancet Infectious Diseases,Elsevier,John McConnell,1473-3099,1473-3099,27·516
The Lancet Oncology,The Lancet Oncology,Elsevier,Dr David Collingridge,1470- 2045,1470- 2045,35·386
The Lancet Planetary Health,The Lancet Planetary Health,Elsevier,Dr Lan-Lan Smith,0140-6736,1474-547X,10.7
The Lancet Psychiatry,The Lancet Psychiatry,Elsevier,Niall Boyce,2215-0366,1474-547X,18
The Lancet Public Health,The Lancet Public Health,Elsevier,Zoë Mullan,24682667,2214-109X,11
The Lancet Respiratory Medicine,The Lancet Respiratory Medicine,Elsevier,Emma Grainger,2213-2600;,,22·992
The Lancet. Global health,The Lancet Respiratory Medicine,Elsevier,Zoë Mullan,0140-6736,2214-109X,15·873
The New England journal of medicine,The New England journal of medicine,Massachusetts Medical Society (United States),Eric Rubin,0028-4793,1533-4406 (web),70.67
The Veterinary record,The Veterinary record,The Official Journal of British Veterinary,Adele Waters,0042-4900,2042-7670,2.05
Theor Biol Med Model,Theoretical Biology and Medical Modelling ,Theoretical Biology and Medical Modelling ,"D. Kirschner, M. Chaplain",17424682,, 0.576
Ther Adv Chronic Dis,Therapeutic Advances in Chronic Disease (TACD),RG Journal,Charuhas Thakar.,2040-6223,2040- 6231.,
Ther Clin Risk Manag,Therapuetics and Clinical Risk Management,Dove Medical Press,Professor Garry Walsh,1176-6336,1178-203X,1.824
Theranostics,Theranostics,lyvspring International Publisher,"Xiaoyuan (Shawn) Chen, PhD",,‎1838-7640,8.712
Thorax,Thorax,BMJ Group,"Alan Smyth, Gisli Jenkins, Nicholas Hart ",0040-6376,1468-3296,10.307
Thromb J,Journal of Thrombosis,,,,,2.34
Tissue Barriers,Tissue Barriers,Taylor and Francis Ltd,,,,
Toxicol Rep,Tixicology Reports,Mascot Books,Aristidis M. Tsatsakis,0378-4274,1879-3169,1.12
Toxicol Res,Toxicology Research,Oxford Universities,Shana Sturla,0893-228X,1520-5010,1.593
Toxins (Basel),Toxins,MDPI,"Universidade do Porto,",2072-6651,1996-2020,3.273
Trans R Soc Trop Med Hyg,Tropical Mediciene Hygene,Oxford University Press,Gerri M. McHugh,1878-3503,0035-9203,2.82
Transbound Emerg Dis,Transboundary and Emerging Diseases,Wiley,Michael Ward,1865-1674,1865-1682,3.554
Transboundary and Emerging Diseases,ransboundary and Emerging Diseases,Verlag GmbH Wiley Blackwel,MICHAEL WARD,1865-1674,1865-1682,3.554
Transfus Med,Transfusion Medicine,Verlag GmbH Wiley Blackwel,Dr David Roberts,,1365-3148,1.9
Transfusion,TRANSFUSION,AABB,"Richard Kaufman, MD",,1537-2995,3.111
Transfusion Medicine Reviews,Transfusion Medicine Reviews,,Sunny Dzik,0887-7963,,3.61
Transgenic Res,,Springer,"Paul Christou, Simon Lillico",0962-8819,1573-9368,2.197
Transl Neurodegener,Translational Neurodegeneration,Biomed Central,Shengdi Chen,,2047-9158,4.1
Transl Psychiatry,Translational Psychiatry,Nature Research,Julio Licinio,,2158-3188,5.182
Transplant Direct,Transplantation Direct,Wolters Kluwer,"Jeremy R. Chapman,",0041-1337,1365-2249,24971
Travel Med Infect Dis,Travel Medicine and Infectious Disease,original papers,Annelies Wilder-Smith,1477-8939,1873-0442,4.868
Travel Medicine and Infectious Disease,Travel Medicine and Infectious Disease,original papers,Annelies Wilder-Smith,1477-8939,1873-0442,4.868
Trends Ecol Evol,Trends ecology evolution,Cell Press,Presumably,0169-5347,1872-8383,15.236
Trends Immunol,Trends in Immunology,Cell Press,,,1471-4906,2.58
Trends in Microbiology,Trends in Microbiology,Elvesier,,,0966-842X,11.974
Trends Microbiol,Trends in Microbiology,Elvesier,,,0966-842X,11.974
Trials,Trials,BioMed Central,Jeremy Grimshaw,1745-6215,,1.975
Trop Anim Health Prod,Tropical Animal Health and Production,Springer,Andre M. Almeida,0049-4747,1573-7438,1.196
Trop Dis Travel Med Vaccines,"Tropical Diseases, Travel Medicine and Vaccines",BioMed Central Ltd.,Andrea Boggild,20550936,,1.513
Trop Doct,Tropical Doctor, SAGE Publications Inc,Michael Cotton,494755,1758-1133,0.591
Trop Med Health,Tropical Medicine & International Health,John Wiley & Sons Ltd,"L. Bijlmakers, H. Fletcher, T. Junghanss, T. Marchant, C.G. Meyer and P. Van der Stuyft",,1365-3156,2.423
Trop Med Infect Dis,Tropical Medicine and Infectious Disease,MDPI AG,"Prof. Dr. John Frean, ",,2414-6366,
Tropical Medicine & International Health,Tropical Medicine & International Health,John Wiley & Sons Ltd,"L. Bijlmakers, H. Fletcher, T. Junghanss, T. Marchant, C.G. Meyer and P. Van der Stuyft",,1365-3156,2.423
Tropical Medicine and Health,Tropical Medicine and Health,BMC,,, 1349-4147,0.57
Tuberc Respir Dis (Seoul),Tuberculosis and Respiratory Diseases,trd,,1738-3536,2005-6184,6
Turk J Emerg Med,Turkish Journal of Emergency Medicine,Wolters Kluwer,,,2452-2473,0.81
Ulster Med J,The Ulster Medical Journal,The Ulster Medical Society,John Purvis,,,0.075
Ultrasound in Obstetrics & Gynecology,,,,,,
Ups J Med Sci,Upsala Journal of Medical Sciences,,,,0300-9734,2.747
Urol Ann,Urology Annals,Saudi Urological Association,,0974-7796,0974-7834,1.14
Vaccine,Vaccine,Elsevier, Dr. Gregory A. Poland,,0264-410X,3.293
Vaccine X,Vaccine: X,Elsevier,Dr. Gregory A. Poland,,2590-1362,
Vaccines (Basel),Vaccines,MDPI,Ms. Victoria Liu,,2076-393X,4.76
Vector Borne Zoonotic Dis,Vector-Borne and Zoonotic Diseases,Mary Ann Liebert Inc,Stephen Higgs,1530-3667,1557-7759,1.939
Vet Ital,Veterinaria Italiana,Research Gate,,,1828-1427,0.87
Vet J,The Veterinary Journal,Elsevier,Annette Litster,,1090-0233,2.174
Vet Med (Auckl),Veterinary Medicine: Research and Reports,DovePress, Professor Young S. Lyoo,,2230-2034,
Vet Med Int,Veterinary Medicine International,Hindawi Publishing Corporation,,20908113,,
Vet Med Sci,Veterinary Medicine and Science,Wiley-Blackwell Publishing Ltd,Professor Gayle Hallowell,,,
",2053-1095,0.943,FALSE",,,,,,
Vet Microbiol,Veterinary Microbiology,Elsevier,"B. Adler, X.J. Meng, MD, PhD, S. Schwarz, V. Von Messling",,0378-1135,2.834
Vet Q,Veterinary Quarterly,"EUROSCIENCE, PO BOX 408, BILTHOVEN, NETHERLANDS, 3720 AK",van der Kolk,0165-2176,,1.14
Vet Rec,Vet Record,BMJ Group,Adele Waters,0042-4900,0042-4900,2.05
Vet Rec Open,Veterinary Record Open,BMJ Publications,Dr. Vicki J. Adams,2399-2050,2052-6113,2.101
Vet Res,Veterinary Research,BioMed Central,Hayley Henderson,1746-6148,1746-6148,2.12
Vet Res Forum,Veterinary Research Forum,Urmia University,Farshid Sarrafzadeh-Rezaei,2008-8140,2322-3618,0.723
Vet Sci,Journal of Veterinary Science,Korean Society of Vetinary Science,Pan Dong Ryu,1229-845X,1976-555X,1.573
Vet World,Veterinary World,Veterinary World,Dr. Anjum V. Sherasiya,0972-8988,2231-0916,1.12
Veterinaria italiana,Veterinaria Italiana,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise,Giovanni Savini,,1828-1427,0.787
Veterinary Microbiology,Vetirinary Microbiology,Elsevier BV,"B. Adler, X.J. Meng, S. Schwarz,V. Von Messling",,0378-1135,2.834
Veterinary Quarterly,Veterinary Quarterly,Taylor and Francis,Dr. J. Han van der Kolk,0165-2176,1875-5941,2.34
Viral Immunol,Viral Immunology,Mary Ann Liebert Inc.,David L. Woodland,0882-8245,1557-8976,1.417
Virol J,Virology Journal,BioMed Central,Linfa Wang,,1743-422X,2.464
Virol Mycol,Virology and Mycology,LongDom,Xuming Zhang,,2161-0517,
Virol Sin,Virologica Sinica,Wuhan Institute of Virology / Chinese Society for Microbiology,Zhengli-Li Shi,1674-0769,1995-820X,2.467
Virologica Sinica,Virologica Sinica,Wuhan Institute of Virology / Chinese Society for Microbiology,Zhengli-Li Shi,1674-0769,1995-820X,2.467
Virology,Virology,Elsevier BV,Richard Kuhn,,0042-6822,3.315
Virulence,Virulence,Taylor and Francis,Kevin Tyler,2150-5594,2150-5608,4.775
Virus Evol,Virus Evolution,Oxford University Press,"Santiago Elena, Oliver Pybus",,2057-1157,5.408
Virus Genes,Virus Genes,Kluwer Academic Publishers,"Joachim J. Bugert, Detlev H. Kruger",0920-8569,1572-994X,1.478
Virus Res,Virus Research,Elsevier BV,Ben Berkhout,,0168-1702,2.667
Virus research,Virus Research,Elsevier BV,Ben Berkhout,,0168-1702,2.667
VirusDisease,Virus Disease,Springer India,Bikash Mandal,2347-3584,2347-3517,0.364
Viruses,Viruses,Multi Disciplinary Digital Publishing Institute,Dr. Eric O. Freed,,1999-4915,3.916
Vox Sanguinis,Vox Sanguinis,Blackwell Publishing Inc.,Dana V. Devine,1423-0410,0042-9007,2.364
Wellcome Open Res,Wellcome Open Research,F1000 Research Limited,,,2398-502X,1.86
West J Emerg Med,The Western Journal of Emergency Medicine,University of California,Mark I. Langdorf,1936-900X,1936-9018,1.136
Western Pac Surveill Response J,Western Pacific Surveillance and Response Journal,World Health Organization Regional Office for the Western Pacific,,2094-7313,2094-7321,1.44
World Allergy Organ J,World Allergy Organization Journal,Elsevier BV,"Alessandro Fiocchi, Erika Jensen-Jarolim",,1939-4551,3.684
World J Clin Cases,World Journal of Clinical Cases,Baishideng Publishing Group,"Dennis A. Bloomfield, Bao-Gan Peng, Sandro Vento",,2307-8960,1.153
World J Clin Pediatr,World Journal of Clinical Pediatrics,Baishideng Publishing Group,"Consolato M. Sergi, Toru Watanabe",,2219-2808,
World J Crit Care Med,World Journal of Critical Care Medicine,Baishideng Publishing Group,KLE Hon,,2220-3141,
World J Emerg Med,World Journal of Emergency Medicine,Emergency Medicine Society of Chinese Medical Medication,Jian-an Wang,,1920-8642,1.437
World J Gastroenterol,World Journal of Gastroenterology,Baishideng Publishing Group,"Subrata Ghosh, Andrzrej S. Tarnawski",1007-9327,2219-2840,3.579
World J Otorhinolaryngol Head Neck Surg,World Journal of Otrhinolaryngology Head and Neck Surgery,KEAI Publishing,Da-Qing LI,,2095-8811,
World J Pediatr,World Journal of Pediatrics,Zhejiang Universtiy School Medicine,Zheng-Yan Zhao,1708-8569,1867-0687,1.26
World J Surg Oncol,World Journal of Surgical Oncology,BioMed Central,Manoj Pandey,,1477-7819,1.937
World Journal of Pediatrics,World Journal of Pediatrics,Zhejiang Universtiy School Medicine,Zheng-Yan Zhao,1708-8569,1867-0687,1.26
World journal of pediatrics : WJP,World Journal of Pediatrics,Zhejiang Universtiy School Medicine,Zheng-Yan Zhao,1708-8569,1867-0687,1.26
Yale J Biol Med,Yale Journal of Biology and Medicine,Yale University Press,"Amelia Hallworth, Devon Wasche",0044-0086,1551-4056,2.21
Yearb Med Inform,Yearbook of Medical Informatics,Thieme,,,2364-0502,
Yi chuan = Hereditas, Yi Chaun=Hereditas / Zhongguo yi chaun xue hui bian ji,Ke xue chu ban she,,,0253-9772,0.4
Yonsei Med J,Yonsei medical Journal,Yonsei University,Jung-Won Park,0513-5796,1976-2437,1.666
Z Gesundh Wiss,Journal of Public Health (Heidelburg),Holtzbrinck Springer Nature Publishing Group,Joachim Kugler,2198-1833,1613-2238,
Zdr Varst,Zdravstveno varstvo / Slovenian Journal of Public Health,Istitute of Public Health of the Republic of Slovenia,Igor Svab,0351-0026,1854-2476,0.728
Zhejiang Da Xue Xue Bao Yi Xue Ban,Journal of Zhejiang University Medical Sciences,Zhejiang Daxue,,,1008-9292,0.17
Zhongguo Dang Dai Er Ke Za Zhi,Chinese Journal of Contemporary Pediatrics,Zhongguo Dang Dai Er Ke Za Zhi She,,,1008-8830,
Zhongguo Fei Ai Za Zhi,Chinese Journal of Lung Cancer,Chinese Anti-Cancer Association,"Qinghua-Zhou, Jie He, Yilong Wu, Weimen Li",,1009-3419,0.52
Zhonghua Bing Li Xue Za Zhi,Chinese Journal of Pathology,Chinese Medical Associatation Publishing Group,,,0529-5807,0.1
Zhonghua Er Bi Yan Hou Tou Jing Wai Ke Za Zhi,Chinese  Journal of Otorhinolaryngology Head and Neck Surgery,Zhonghua Yixuehui Zazhishe / Chinese Medical Association Publishing House,,,1673-0860,0.04
Zhonghua Er Ke Za Zhi,Chinese Journal of Pediatrics,Zhonghua Yixuehui Zazhishe / Chinese Medical Association Publishing House,"Gui Yonghao, Du Junbao",,0578-1310,0.27
Zhonghua Gan Zang Bing Za Zhi,Chinese Journal of Hepatalogy,Zhonghua Yixuehui Zazhishe / Chinese Medical Association Publishing House,,,1007-3418,
Zhonghua Jie He He Hu Xi Za Zhi,Chinese Journal of Tuberculosis and Respiratory Diseases,Zhonghua Yixuehui Zazhishe / Chinese Medical Association Publishing House,,,1001-0939,0.9
Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases,Chinese journal of tuberculosis and respiratory diseses,chinese medical association,,10010939,,
Zhonghua Kou Qiang Yi Xue Za Zhi,chinese journal of stomatology,Chinese Medical Association,,1002-0098,,
Zhonghua Lao Dong Wei Sheng Zhi Ye Bing Za Zhi,chinese journal of industrial hygiene and occupational diseses,Chinese Medical Association,,1001-9391,,
Zhonghua Liu Xing Bing Xue Za Zhi,,chinese medical association,,0254-6450,,
Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,,chinese medical association publishing house,,0254-6450,,
Zhonghua Nei Ke Za Zhi,chinese journal of internal medicine,chinese medical association publishing house,,5781426,,
Zhonghua Shao Shang Za Zhi,chinese journal of burns,chinese medical association,,1009-2587,,
Zhonghua shao shang za zhi = Zhonghua shaoshang zazhi = Chinese journal of burns,duplicate,,,,,
Zhonghua Wai Ke Za Zhi,Chinese journal of surgury,chinese medical association publishing house,,5295815,,
Zhonghua wai ke za zhi [Chinese journal of surgery],duplicate,,,,,
Zhonghua Wei Chang Wai Ke Za Zhi,chinese journal of gastrointestinal surgury,chinese medical association,,1671-0274,,
